Attack metrics report
Dataset: spambase
Attack: fgsm
epsilon=0.1

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2052/2058
ASR (among correct): 0.9971

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.1

Changed samples among successful attacks: 2052/2052
Max |delta| among successful attacks: 0.1

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0558892 median=0.0545485 min=0.0473684 max=0.0749784
  RMSE : mean=0.0735547 median=0.0729027 min=0.0683875 max=0.0850793
  L1   : mean=3.18569 median=3.10926 min=2.7 max=4.27377
  L2   : mean=0.555326 median=0.550403 min=0.516315 max=0.642334
  Linf : mean=0.1 median=0.1 min=0.1 max=0.1

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.0557651 mean|diff|=0.0399566 max|diff|=0.0491228
  RMSE : orig_mean=0.0514402 adv_mean=0.0845536 mean|diff|=0.033487 max|diff|=0.0700877
  L1   : orig_mean=0.901089 adv_mean=3.17861 mean|diff|=2.27752 max|diff|=2.8
  L2   : orig_mean=0.388365 adv_mean=0.638365 mean|diff|=0.252822 max|diff|=0.52915
  Linf : orig_mean=0.281171 adv_mean=0.276302 mean|diff|=0.0809963 max|diff|=0.1

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0155416 adv_mean=0.0555447 mean|diff|=0.0400032 max|diff|=0.0491228
  RMSE : orig_mean=0.0508393 adv_mean=0.0841343 mean|diff|=0.0335001 max|diff|=0.0700877
  L1   : orig_mean=0.88587 adv_mean=3.16605 mean|diff|=2.28018 max|diff|=2.8
  L2   : orig_mean=0.383829 adv_mean=0.6352 mean|diff|=0.25292 max|diff|=0.52915
  Linf : orig_mean=0.279463 adv_mean=0.274873 mean|diff|=0.0809408 max|diff|=0.1

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.0626074,0.0769554,3.56862,0.581001,0.1
3,1,1,0.0673457,0.0797393,3.83871,0.602018,0.1
4,1,1,0.0517514,0.0706058,2.94983,0.533062,0.1
5,1,1,0.0555709,0.0738586,3.16754,0.55762,0.1
6,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
7,1,1,0.0516143,0.071545,2.94202,0.540153,0.1
8,1,1,0.0597971,0.0762549,3.40843,0.575712,0.1
9,1,1,0.0606367,0.0765015,3.45629,0.577574,0.1
10,1,1,0.0591266,0.0764873,3.37022,0.577466,0.1
11,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
12,1,1,0.0533715,0.0719796,3.04218,0.543434,0.1
13,1,1,0.0611986,0.0760762,3.48832,0.574362,0.1
14,1,1,0.0585956,0.0749411,3.33995,0.565793,0.1
15,1,1,0.0515773,0.0715239,2.93991,0.539993,0.1
17,1,1,0.0533627,0.0716629,3.04167,0.541043,0.1
18,1,1,0.0598721,0.075825,3.41271,0.572466,0.1
19,1,1,0.0615358,0.0752272,3.50754,0.567953,0.1
20,1,1,0.0531802,0.072062,3.03127,0.544056,0.1
21,1,1,0.052964,0.0723155,3.01895,0.54597,0.1
22,1,1,0.05908,0.0760977,3.36756,0.574525,0.1
23,1,1,0.0512986,0.0713697,2.92402,0.53883,0.1
24,1,1,0.0656705,0.078015,3.74322,0.589,0.1
25,1,1,0.052852,0.0711756,3.01257,0.537364,0.1
26,1,1,0.0704538,0.0804352,4.01587,0.607272,0.1
27,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
28,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
29,1,1,0.0604174,0.0757722,3.44379,0.572067,0.1
30,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
31,1,1,0.0612868,0.0759616,3.49335,0.573498,0.1
33,1,1,0.0533407,0.0712681,3.04042,0.538063,0.1
35,1,1,0.0517214,0.0716124,2.94812,0.540662,0.1
36,1,1,0.0694221,0.0809891,3.95706,0.611454,0.1
37,1,1,0.0494061,0.0700983,2.81614,0.529231,0.1
38,1,1,0.0539496,0.0728979,3.07513,0.550367,0.1
39,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
40,1,1,0.0511702,0.071056,2.9167,0.536461,0.1
41,1,1,0.0548733,0.0731242,3.12778,0.552076,0.1
42,1,1,0.058941,0.0747893,3.35964,0.564647,0.1
43,1,1,0.0517591,0.0710632,2.95027,0.536515,0.1
44,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
45,1,1,0.064064,0.0779104,3.65165,0.588211,0.1
46,1,1,0.056589,0.0743945,3.22557,0.561666,0.1
47,1,1,0.0630719,0.0765165,3.5951,0.577687,0.1
48,1,1,0.0572561,0.0751695,3.2636,0.567518,0.1
49,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
50,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
51,1,1,0.0594262,0.0755427,3.38729,0.570335,0.1
52,1,1,0.054075,0.0719785,3.08227,0.543426,0.1
53,1,1,0.0497336,0.0701833,2.83482,0.529872,0.1
54,1,1,0.0513769,0.0708906,2.92848,0.535213,0.1
55,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
56,1,1,0.0541949,0.0723112,3.08911,0.545938,0.1
57,1,1,0.0578104,0.0751566,3.29519,0.56742,0.1
58,1,1,0.0517901,0.0715933,2.95203,0.540518,0.1
59,1,1,0.0594556,0.0743056,3.38897,0.560995,0.1
60,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
61,1,1,0.0590577,0.0753203,3.36629,0.568656,0.1
62,1,1,0.0586858,0.0762102,3.34509,0.575374,0.1
63,1,1,0.0597697,0.0767291,3.40687,0.579292,0.1
64,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
65,1,1,0.0553403,0.0736957,3.1544,0.55639,0.1
67,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
68,1,1,0.060599,0.076902,3.45414,0.580597,0.1
69,1,1,0.0518573,0.0714084,2.95587,0.539122,0.1
70,1,1,0.0586131,0.07469,3.34095,0.563897,0.1
71,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
72,1,1,0.0681935,0.0807655,3.88703,0.609766,0.1
73,1,1,0.0526316,0.0725476,3,0.547723,0.1
75,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
76,1,1,0.0657643,0.0777625,3.74856,0.587094,0.1
77,1,1,0.0627675,0.0770135,3.57775,0.581439,0.1
78,1,1,0.0526537,0.0725477,3.00126,0.547723,0.1
79,1,1,0.0547049,0.0714181,3.11818,0.539195,0.1
81,1,1,0.055965,0.073911,3.19001,0.558016,0.1
82,1,1,0.0514289,0.0706698,2.93145,0.533545,0.1
83,1,1,0.0547556,0.073062,3.12107,0.551606,0.1
84,1,1,0.0580435,0.0742865,3.30848,0.560851,0.1
85,1,1,0.0679313,0.0814488,3.87208,0.614925,0.1
86,1,1,0.0605302,0.0753393,3.45022,0.568799,0.1
87,1,1,0.0654415,0.0785626,3.73017,0.593134,0.1
88,1,1,0.0658531,0.0773698,3.75363,0.584129,0.1
89,1,1,0.047414,0.068825,2.7026,0.519617,0.1
90,1,1,0.0496716,0.07021,2.83128,0.530074,0.1
91,1,1,0.0583906,0.0749284,3.32826,0.565697,0.1
92,1,1,0.0607715,0.0770376,3.46398,0.581622,0.1
93,1,1,0.0666752,0.0777538,3.80048,0.587028,0.1
94,1,1,0.0631499,0.0777165,3.59955,0.586747,0.1
95,1,1,0.0504146,0.0704262,2.87363,0.531706,0.1
96,1,1,0.0601064,0.0758668,3.42606,0.572782,0.1
97,1,1,0.0534392,0.0726762,3.04603,0.548693,0.1
98,1,1,0.0626302,0.0777667,3.56992,0.587126,0.1
99,1,1,0.0510518,0.0710029,2.90995,0.53606,0.1
100,1,1,0.0554167,0.0722246,3.15875,0.545284,0.1
101,1,1,0.0554499,0.0735867,3.16065,0.555568,0.1
102,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
103,1,1,0.0612141,0.0761354,3.4892,0.57481,0.1
104,1,1,0.0534949,0.0712849,3.04921,0.538189,0.1
105,1,1,0.0528763,0.0720631,3.01395,0.544065,0.1
106,1,1,0.0556211,0.0738856,3.1704,0.557824,0.1
107,1,1,0.0531418,0.0724897,3.02908,0.547285,0.1
108,1,1,0.0551736,0.0727999,3.1449,0.549627,0.1
109,1,1,0.0512862,0.071168,2.92331,0.537307,0.1
110,1,1,0.0697995,0.0816152,3.97857,0.616181,0.1
111,1,1,0.0506895,0.0704856,2.8893,0.532155,0.1
112,1,1,0.0519638,0.0715687,2.96194,0.540332,0.1
113,1,1,0.055171,0.0730235,3.14475,0.551315,0.1
114,1,1,0.0595232,0.0756043,3.39282,0.5708,0.1
115,1,1,0.055189,0.0735787,3.14577,0.555507,0.1
116,1,1,0.0513879,0.07118,2.92911,0.537397,0.1
117,1,1,0.0619587,0.0746007,3.53164,0.563223,0.1
118,1,1,0.0646764,0.0785666,3.68656,0.593165,0.1
119,1,1,0.0538267,0.0728967,3.06812,0.550358,0.1
120,1,1,0.0503587,0.0707061,2.87045,0.533819,0.1
121,1,1,0.0548275,0.0734889,3.12517,0.554829,0.1
122,1,1,0.0529865,0.0712805,3.02023,0.538156,0.1
123,1,1,0.054386,0.0737468,3.1,0.556776,0.1
124,0,1,0.0701754,0.0837708,4,0.632456,0.1
125,1,1,0.0500776,0.0704574,2.85442,0.531941,0.1
126,1,1,0.0642653,0.0783907,3.66312,0.591837,0.1
127,1,1,0.0508772,0.0713283,2.9,0.538517,0.1
129,1,1,0.0520335,0.0716768,2.96591,0.541148,0.1
131,1,1,0.051197,0.071004,2.91823,0.536069,0.1
132,1,1,0.0510177,0.0704139,2.90801,0.531614,0.1
133,1,1,0.054028,0.0722809,3.0796,0.545708,0.1
134,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
135,1,1,0.053627,0.0728845,3.05674,0.550266,0.1
136,1,1,0.0671198,0.079081,3.82583,0.597049,0.1
137,1,1,0.0584576,0.0747376,3.33208,0.564257,0.1
139,1,1,0.0730214,0.0835389,4.16222,0.630705,0.1
140,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
141,1,1,0.0513068,0.0711032,2.92449,0.536817,0.1
142,1,1,0.0563297,0.0737134,3.21079,0.556524,0.1
143,1,1,0.0558901,0.0744651,3.18573,0.562199,0.1
144,1,1,0.0545051,0.0737491,3.10679,0.556794,0.1
145,1,1,0.0526316,0.0725476,3,0.547723,0.1
146,1,1,0.0491228,0.0700877,2.8,0.52915,0.1
