Attack metrics report
Dataset: spambase
Attack: fgsm
epsilon=0.3

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 2058/2058
ASR (among correct): 1.0000

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.3

Changed samples among successful attacks: 2058/2058
Max |delta| among successful attacks: 0.3

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.155136 median=0.153422 min=0.14065 max=0.203429
  RMSE : mean=0.211886 median=0.211115 min=0.200339 max=0.24478
  L1   : mean=8.84274 median=8.74503 min=8.01706 max=11.5954
  L2   : mean=1.5997 median=1.59389 min=1.51253 max=1.84805
  Linf : mean=0.3 median=0.3 min=0.3 max=0.3

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.148199 mean|diff|=0.13239 max|diff|=0.148995
  RMSE : orig_mean=0.0514402 adv_mean=0.21438 mean|diff|=0.162986 max|diff|=0.210263
  L1   : orig_mean=0.901089 adv_mean=8.44734 mean|diff|=7.54626 max|diff|=8.49273
  L2   : orig_mean=0.388365 adv_mean=1.61853 mean|diff|=1.23051 max|diff|=1.58745
  Linf : orig_mean=0.281171 adv_mean=0.412607 mean|diff|=0.20279 max|diff|=0.3

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0158086 adv_mean=0.148199 mean|diff|=0.13239 max|diff|=0.148995
  RMSE : orig_mean=0.0514402 adv_mean=0.21438 mean|diff|=0.162986 max|diff|=0.210263
  L1   : orig_mean=0.901089 adv_mean=8.44734 mean|diff|=7.54626 max|diff|=8.49273
  L2   : orig_mean=0.388365 adv_mean=1.61853 mean|diff|=1.23051 max|diff|=1.58745
  Linf : orig_mean=0.281171 adv_mean=0.412607 mean|diff|=0.20279 max|diff|=0.3

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.163962,0.213888,9.34583,1.61482,0.3
3,1,1,0.157506,0.204108,8.97784,1.54098,0.3
4,1,1,0.149997,0.210436,8.54983,1.58876,0.3
5,1,1,0.154823,0.211339,8.82493,1.59557,0.3
6,1,1,0.147368,0.210263,8.4,1.58745,0.3
7,1,1,0.152689,0.213164,8.70327,1.60935,0.3
8,1,1,0.165472,0.219105,9.43188,1.65421,0.3
9,1,1,0.165068,0.217867,9.4089,1.64486,0.3
10,1,1,0.163731,0.21746,9.33265,1.64179,0.3
11,1,1,0.146651,0.209307,8.3591,1.58023,0.3
12,1,1,0.152291,0.211282,8.6806,1.59514,0.3
13,1,1,0.16171,0.21335,9.21747,1.61076,0.3
14,1,1,0.148911,0.20325,8.48793,1.53451,0.3
15,1,1,0.150131,0.210905,8.55747,1.5923,0.3
17,1,1,0.153029,0.211738,8.72264,1.59859,0.3
18,1,1,0.162259,0.215871,9.24876,1.62979,0.3
19,1,1,0.156429,0.208774,8.91645,1.57621,0.3
20,1,1,0.151734,0.211088,8.64883,1.59368,0.3
21,1,1,0.153719,0.213046,8.76197,1.60846,0.3
22,1,1,0.164387,0.217961,9.37008,1.64557,0.3
23,1,1,0.151243,0.211887,8.62085,1.59971,0.3
24,1,1,0.1656,0.214024,9.43919,1.61585,0.3
25,1,1,0.151098,0.210628,8.61257,1.59021,0.3
26,1,1,0.168307,0.212036,9.59348,1.60084,0.3
27,1,1,0.152632,0.213985,8.7,1.61555,0.3
28,1,1,0.152632,0.213985,8.7,1.61555,0.3
29,1,1,0.163038,0.215983,9.29315,1.63063,0.3
30,1,1,0.15038,0.211489,8.57167,1.59671,0.3
31,1,1,0.155051,0.206982,8.83792,1.56268,0.3
33,1,1,0.151586,0.210659,8.64042,1.59044,0.3
35,1,1,0.151582,0.211892,8.64015,1.59975,0.3
36,1,1,0.164749,0.209331,9.39069,1.58042,0.3
37,1,1,0.141897,0.204277,8.08815,1.54226,0.3
38,1,1,0.152682,0.211478,8.70285,1.59663,0.3
39,1,1,0.147368,0.210263,8.4,1.58745,0.3
40,1,1,0.149416,0.210588,8.5167,1.5899,0.3
41,1,1,0.153376,0.211425,8.74243,1.59623,0.3
42,1,1,0.154675,0.209096,8.81648,1.57864,0.3
43,1,1,0.150005,0.21059,8.55027,1.58992,0.3
44,1,1,0.149148,0.210692,8.50143,1.59069,0.3
45,1,1,0.162597,0.211994,9.26803,1.60052,0.3
46,1,1,0.159705,0.21559,9.1032,1.62767,0.3
47,1,1,0.168592,0.218147,9.60977,1.64697,0.3
48,1,1,0.154494,0.209751,8.80615,1.58358,0.3
