Attack metrics report
Dataset: spambase
Attack: fgsm
epsilon=0.02

Correctly-classified originals: 2058/2301
Successfully attacked (among correct): 1394/2058
ASR (among correct): 0.6774

Changed samples among correct (any feature changed): 2058/2058
Max |delta| among correct: 0.02

Changed samples among successful attacks: 1394/1394
Max |delta| among successful attacks: 0.02

Summary of perturbation size (delta = X_adv - X_test) over correctly-classified originals
  MAE  : mean=0.0121646 median=0.0117096 min=0.00947368 max=0.017517
  RMSE : mean=0.0154597 median=0.0152177 min=0.0137649 max=0.0185724
  L1   : mean=0.693382 median=0.667445 min=0.54 max=0.998472
  L2   : mean=0.116718 median=0.114891 min=0.103923 max=0.140218
  Linf : mean=0.02 median=0.02 min=0.02 max=0.02

Original vs Perturbed (these can look very similar if delta is small)
Subset: correctly-classified originals
  MAE  : orig_mean=0.0158086 adv_mean=0.0228133 mean|diff|=0.0070063 max|diff|=0.00982456
  RMSE : orig_mean=0.0514402 adv_mean=0.0515773 mean|diff|=0.00381031 max|diff|=0.0140175
  L1   : orig_mean=0.901089 adv_mean=1.30036 mean|diff|=0.399359 max|diff|=0.56
  L2   : orig_mean=0.388365 adv_mean=0.3894 mean|diff|=0.0287672 max|diff|=0.10583
  Linf : orig_mean=0.281171 adv_mean=0.274085 mean|diff|=0.0191079 max|diff|=0.02

Subset: successfully-attacked (among correct)
  MAE  : orig_mean=0.0127518 adv_mean=0.0200586 mean|diff|=0.00730679 max|diff|=0.00982456
  RMSE : orig_mean=0.0399781 adv_mean=0.041573 mean|diff|=0.00415586 max|diff|=0.0140175
  L1   : orig_mean=0.726855 adv_mean=1.14334 mean|diff|=0.416487 max|diff|=0.56
  L2   : orig_mean=0.301828 adv_mean=0.313869 mean|diff|=0.031376 max|diff|=0.10583
  Linf : orig_mean=0.213175 adv_mean=0.210714 mean|diff|=0.0188882 max|diff|=0.02

Per-sample details (correctly-classified originals)
idx,attack_success,changed,mae_delta,rmse_delta,l1_delta,l2_delta,linf_delta
1,1,1,0.0149392,0.0170498,0.851535,0.128723,0.02
3,0,1,0.0160461,0.0175852,0.914629,0.132766,0.02
4,1,1,0.0117118,0.0150218,0.667574,0.113412,0.02
5,0,1,0.0115789,0.0152177,0.66,0.114891,0.02
6,1,1,0.00982456,0.0140175,0.56,0.10583,0.02
7,0,1,0.0105263,0.0145095,0.6,0.109545,0.02
8,1,1,0.0132023,0.0161531,0.752532,0.121953,0.02
9,1,1,0.0133022,0.0161407,0.758225,0.121859,0.02
10,1,1,0.0120558,0.0154623,0.687179,0.116738,0.02
11,0,1,0.00982456,0.0140175,0.56,0.10583,0.02
12,1,1,0.0115594,0.0150631,0.658885,0.113724,0.02
13,1,1,0.0140843,0.0166219,0.802806,0.125493,0.02
14,1,1,0.0132414,0.0160895,0.754761,0.121473,0.02
15,1,1,0.0105263,0.0145095,0.6,0.109545,0.02
17,1,1,0.0123797,0.0154065,0.70564,0.116317,0.02
18,0,1,0.0130939,0.0161008,0.746351,0.121558,0.02
19,0,1,0.0149422,0.0172198,0.851708,0.130007,0.02
20,1,1,0.0112281,0.0149854,0.64,0.113137,0.02
21,1,1,0.0108772,0.0147494,0.62,0.111355,0.02
22,1,1,0.0125094,0.0157089,0.713036,0.1186,0.02
23,1,1,0.0105969,0.0144716,0.604022,0.109258,0.02
24,1,1,0.0158312,0.0175428,0.902378,0.132445,0.02
25,1,1,0.0120518,0.0154052,0.686955,0.116307,0.02
26,0,1,0.0170656,0.018419,0.972741,0.139061,0.02
27,1,1,0.0101754,0.0142657,0.58,0.107703,0.02
28,0,1,0.0101754,0.0142656,0.58,0.107703,0.02
29,1,1,0.0135983,0.0163527,0.775102,0.12346,0.02
30,1,1,0.0101754,0.0142656,0.58,0.107703,0.02
31,1,1,0.0140484,0.0166186,0.800759,0.125468,0.02
33,1,1,0.0123231,0.0155886,0.702417,0.117692,0.02
35,1,1,0.0105263,0.0145095,0.6,0.109545,0.02
